time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,Category,Referrals,Referrals_rate,Re_referrals,Re_referrals_percent,No_Further_Action,No_Further_Action_percent,Not_in_Need,Not_in_Need_percent,Referrals_child,Referrals_child_rate,Re_referrals_child,Re_referrals_child_percent
2016,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Referrals and Re-referrals,3323,511,435,13.1,152,4.6,480,14.4,3121,479.9,389,12.5
2015,Reporting year,National,E92000001,England,,,,,,Referrals and Re-referrals,635620,548.3,154070,24.2,87530,13.8,146300,23,553500,477.5,124060,22.4
2015,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Referrals and Re-referrals,31290,596.1,6990,22.3,3800,12.1,6360,20.3,27960,532.6,5850,20.9
2015,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Referrals and Re-referrals,93440,616.7,24000,25.7,12080,12.9,21050,22.5,81180,535.8,19550,24.1
2015,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Referrals and Re-referrals,77240,676.9,22110,28.6,16780,21.7,18280,23.7,64390,564.3,16390,25.5
2015,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Referrals and Re-referrals,59620,617.4,16380,27.5,14690,24.6,15680,26.3,50250,520.3,12410,24.7
2015,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Referrals and Re-referrals,77100,613.3,17750,23,8250,10.7,19520,25.3,67750,538.9,14640,21.6
2015,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Referrals and Re-referrals,52770,410.1,11100,21,3720,7,16580,31.4,47060,365.7,9230,19.6
2015,Reporting year,Regional,E92000001,England,E12000007,London,,,,Referrals and Re-referrals,91760,477.9,14690,16,6370,6.9,17140,18.7,84410,439.6,12880,15.3
2015,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Referrals and Re-referrals,96930,509,27380,28.2,15530,16,18900,19.5,81890,430,21930,26.8
2015,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Referrals and Re-referrals,55470,515.3,13660,24.6,6310,11.4,12790,23.1,48620,451.6,11180,23
2015,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Referrals and Re-referrals,36210,515.6,5370,14.8,2810,7.8,6010,16.6,33640,478.9,4830,14.3
2015,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Referrals and Re-referrals,55550,456.1,9330,16.8,3560,6.4,11130,20,50770,416.9,8050,15.9
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Referrals and Re-referrals,1508,663.2,249,16.5,619,41,371,24.6,1455,639.9,230,15.8
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Referrals and Re-referrals,5600,558.4,1263,22.6,1645,29.4,617,11,5001,498.7,1067,21.3
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Referrals and Re-referrals,1752,437.4,283,16.2,83,4.7,492,28.1,1657,413.7,249,15
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Referrals and Re-referrals,1198,600.2,162,13.5,c,c,400,33.4,1133,567.7,151,13.3
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Referrals and Re-referrals,2083,655.4,324,15.6,c,c,387,18.6,1972,620.5,298,15.1
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Referrals and Re-referrals,2333,415,479,20.5,0,0,526,22.5,2138,380.3,428,20
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Referrals and Re-referrals,1841,454.7,456,24.8,173,9.4,1008,54.8,1598,394.7,390,24.4
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Referrals and Re-referrals,5882,983.2,1765,30,13,0.2,883,15,4863,812.9,1338,27.5
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Referrals and Re-referrals,992,363,196,19.8,18,1.8,206,20.8,914,334.4,174,19
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Referrals and Re-referrals,x,x,x,x,x,x,x,x,x,x,x,x
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Referrals and Re-referrals,2786,655.3,709,25.4,542,19.5,1023,36.7,2461,578.8,604,24.5
2015,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Referrals and Re-referrals,3712,681.3,710,19.1,482,13,81,2.2,3371,618.7,604,17.9
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Referrals and Re-referrals,2112,551.9,333,15.8,c,c,149,7.1,1948,509.1,297,15.2
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Referrals and Re-referrals,3062,1061.5,1107,36.2,444,14.5,0,0,2449,849,825,33.7
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Referrals and Re-referrals,4372,665.7,1012,23.1,775,17.7,1193,27.3,3932,598.7,845,21.5
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Referrals and Re-referrals,2622,616.6,659,25.1,100,3.8,841,32.1,2351,552.9,567,24.1
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Referrals and Re-referrals,3096,412.3,563,18.2,139,4.5,643,20.8,2810,374.2,505,18
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Referrals and Re-referrals,2381,359.9,428,18,127,5.3,560,23.5,2194,331.6,368,16.8
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Referrals and Re-referrals,5649,605.1,1883,33.3,1163,20.6,1906,33.7,4751,508.9,1509,31.8
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Referrals and Re-referrals,1674,592.7,282,16.8,36,2.2,609,36.4,1554,550.2,257,16.5
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Referrals and Re-referrals,2524,782.6,760,30.1,391,15.5,753,29.8,2172,673.5,628,28.9
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Referrals and Re-referrals,12394,506.6,3395,27.4,575,4.6,1671,13.5,10772,440.3,2750,25.5
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Referrals and Re-referrals,8120,900.8,2014,24.8,351,4.3,0,0,7171,795.5,1684,23.5
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Referrals and Re-referrals,13163,1147.1,4133,31.4,3940,29.9,5316,40.4,10692,931.8,3109,29.1
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Referrals and Re-referrals,2171,376.6,308,14.2,208,9.6,303,14,2030,352.1,280,13.8
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Referrals and Re-referrals,3882,767.8,949,24.4,86,2.2,1401,36.1,3446,681.6,783,22.7
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Referrals and Re-referrals,4092,771.2,909,22.2,1578,38.6,349,8.5,3482,656.3,737,21.2
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Referrals and Re-referrals,2625,490.7,697,26.6,65,2.5,584,22.2,2319,433.5,601,25.9
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Referrals and Re-referrals,2301,631.9,683,29.7,97,4.2,535,23.3,1964,539.3,566,28.8
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Referrals and Re-referrals,2899,471.5,631,21.8,883,30.5,731,25.2,2555,415.6,526,20.6
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Referrals and Re-referrals,1628,333.7,251,15.4,89,5.5,249,15.3,1493,306.1,229,15.3
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Referrals and Re-referrals,2055,382.4,578,28.1,204,9.9,358,17.4,1729,321.7,458,26.5
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Referrals and Re-referrals,1566,352.3,309,19.7,599,38.3,124,7.9,1383,311.1,261,18.9
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Referrals and Re-referrals,4756,701.5,1141,24,70,1.5,2396,50.4,4212,621.3,955,22.7
2015,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Referrals and Re-referrals,4292,634.6,978,22.8,153,3.6,375,8.7,3768,557.1,814,21.6
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Referrals and Re-referrals,2996,605.6,641,21.4,6,0.2,1102,36.8,2605,526.6,527,20.2
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Referrals and Re-referrals,5011,360.6,828,16.5,181,3.6,243,4.8,4588,330.2,701,15.3
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Referrals and Re-referrals,3012,659.8,854,28.4,135,4.5,1176,39,2573,563.6,645,25.1
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Referrals and Re-referrals,3725,571.5,1031,27.7,84,2.3,1347,36.2,3283,503.7,856,26.1
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Referrals and Re-referrals,2546,403,434,17,c,c,0,0,2382,377,397,16.7
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Referrals and Re-referrals,4636,837.4,832,17.9,211,4.6,1277,27.5,4313,779.1,750,17.4
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Referrals and Re-referrals,4093,416.3,882,21.5,196,4.8,1221,29.8,3623,368.5,746,20.6
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Referrals and Re-referrals,11897,741.4,2959,24.9,711,6,6110,51.4,10384,647.1,2444,23.5
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Referrals and Re-referrals,1997,581.9,389,19.5,511,25.6,0,0,1809,527.1,352,19.5
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Referrals and Re-referrals,2456,697.3,667,27.2,659,26.8,973,39.6,2092,593.9,548,26.2
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Referrals and Re-referrals,5308,451.5,1345,25.3,454,8.6,2102,39.6,4642,394.8,1105,23.8
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Referrals and Re-referrals,5172,916.7,1128,21.8,410,7.9,c,c,4509,799.2,935,20.7
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Referrals and Re-referrals,10683,927.4,4071,38.1,5004,46.8,2267,21.2,8206,712.4,2858,34.8
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Referrals and Re-referrals,12879,1862.4,5938,46.1,8193,63.6,149,1.2,8578,1240.5,3421,39.9
2015,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Referrals and Re-referrals,829,226.6,113,13.6,25,3,308,37.2,806,220.3,106,13.2
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Referrals and Re-referrals,3201,549.4,414,12.9,123,3.8,829,25.9,2983,512,381,12.8
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Referrals and Re-referrals,9713,630.4,2394,24.6,3372,34.7,2410,24.8,8515,552.7,1912,22.5
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Referrals and Re-referrals,4809,595.2,1290,26.8,1662,34.6,1141,23.7,4000,495,1027,25.7
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Referrals and Re-referrals,4782,354.9,1152,24.1,464,9.7,725,15.2,4261,316.2,965,22.6
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Referrals and Re-referrals,5847,413.5,1037,17.7,444,7.6,404,6.9,5386,380.9,903,16.8
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Referrals and Re-referrals,17019,1059.3,6090,35.8,7602,44.7,5345,31.4,13186,820.7,4354,33
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Referrals and Re-referrals,6313,971.5,2107,33.4,1023,16.2,705,11.2,4993,768.3,1335,26.7
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Referrals and Re-referrals,7719,473.3,1868,24.2,0,0,4101,53.1,6717,411.8,1508,22.5
2015,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Referrals and Re-referrals,219,284,26,11.9,c,c,24,11,206,267.2,25,12.1
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Referrals and Re-referrals,19512,691.4,4126,21.1,1315,6.7,6825,35,17401,616.6,3507,20.2
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Referrals and Re-referrals,8178,1105.3,1777,21.7,66,0.8,3877,47.4,7235,977.9,1536,21.2
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Referrals and Re-referrals,3275,482.6,563,17.2,251,7.7,177,5.4,3017,444.6,503,16.7
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Referrals and Re-referrals,4551,1261.3,1854,40.7,2226,48.9,157,3.4,3213,890.5,1190,37
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Referrals and Re-referrals,2033,261.6,249,12.2,166,8.2,591,29.1,1917,246.7,226,11.8
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Referrals and Re-referrals,2722,455.4,678,24.9,985,36.2,425,15.6,2320,388.1,553,23.8
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Referrals and Re-referrals,2542,559.1,579,22.8,342,13.5,110,4.3,2224,489.1,505,22.7
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Referrals and Re-referrals,8578,505.8,1588,18.5,757,8.8,2638,30.8,7875,464.3,1376,17.5
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Referrals and Re-referrals,4311,772.9,850,19.7,71,1.6,1598,37.1,3896,698.5,751,19.3
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Referrals and Re-referrals,1381,353.8,251,18.2,18,1.3,449,32.5,1275,326.7,221,17.3
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Referrals and Re-referrals,6167,955.6,2225,36.1,891,14.4,179,2.9,4811,745.5,1713,35.6
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Referrals and Re-referrals,5965,531.1,1442,24.2,847,14.2,749,12.6,5291,471,1195,22.6
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Referrals and Re-referrals,3801,658.2,1017,26.8,287,7.6,347,9.1,3463,599.7,867,25
2015,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Referrals and Re-referrals,4087,355.4,554,13.6,27,0.7,1402,34.3,3811,331.4,495,13
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Referrals and Re-referrals,1048,280.2,146,13.9,0,0,0,0,970,259.3,127,13.1
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Referrals and Re-referrals,4478,341.4,855,19.1,167,3.7,399,8.9,4076,310.8,766,18.8
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Referrals and Re-referrals,2480,423.5,583,23.5,330,13.3,1104,44.5,2152,367.5,474,22
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Referrals and Re-referrals,13945,464.3,3885,27.9,2161,15.5,5685,40.8,11794,392.7,3009,25.5
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Referrals and Re-referrals,6868,262.4,1126,16.4,168,2.4,3070,44.7,6332,241.9,991,15.7
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Referrals and Re-referrals,2631,481,169,6.4,284,10.8,693,26.3,2592,473.9,166,6.4
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Referrals and Re-referrals,7943,475.9,1383,17.4,398,5,1394,17.6,7306,437.7,1233,16.9
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Referrals and Re-referrals,2734,586.8,501,18.3,66,2.4,1075,39.3,2460,528,424,17.2
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Referrals and Re-referrals,1401,366.4,300,21.4,65,4.6,646,46.1,1263,330.4,259,20.5
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Referrals and Re-referrals,7188,476,1852,25.8,26,0.4,1879,26.1,6202,410.7,1512,24.4
2015,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Referrals and Re-referrals,2052,511.5,299,14.6,53,2.6,637,31,1910,476.1,271,14.2
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Referrals and Re-referrals,1060,381.2,217,20.5,113,10.7,180,17,978,351.7,193,19.7
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Referrals and Re-referrals,7307,1434.4,2649,36.3,3740,51.2,1019,13.9,5428,1065.5,1793,33
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Referrals and Re-referrals,5129,431.4,1398,27.3,132,2.6,0,0,4480,376.8,1146,25.6
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Referrals and Re-referrals,3990,378.4,940,23.6,229,5.7,207,5.2,3579,339.4,801,22.4
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Referrals and Re-referrals,16749,594.6,5325,31.8,1730,10.3,6094,36.4,14048,498.7,4189,29.8
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Referrals and Re-referrals,2375,929,821,34.6,333,14,0,0,1957,765.5,649,33.2
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Referrals and Re-referrals,16529,503.5,4687,28.4,4607,27.9,4850,29.3,14127,430.4,3721,26.3
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Referrals and Re-referrals,3080,492.8,640,20.8,145,4.7,980,31.8,2790,446.4,577,20.7
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Referrals and Re-referrals,2569,393.4,595,23.2,535,20.8,508,19.8,2255,345.3,507,22.5
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Referrals and Re-referrals,5663,401.6,1378,24.3,1689,29.8,744,13.1,4954,351.3,1123,22.7
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Referrals and Re-referrals,1921,443.2,380,19.8,82,4.3,43,2.2,1725,398,329,19.1
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Referrals and Re-referrals,1673,467.5,355,21.2,344,20.6,7,0.4,1472,411.3,289,19.6
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Referrals and Re-referrals,2282,572.9,482,21.1,48,2.1,0,0,2063,518,418,20.3
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Referrals and Re-referrals,6407,1322.2,2723,42.5,766,12,0,0,4259,878.9,2156,50.6
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Referrals and Re-referrals,9979,391.8,2531,25.4,321,3.2,863,8.6,8743,343.3,2103,24.1
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Referrals and Re-referrals,1259,352.9,303,24.1,0,0,180,14.3,1088,305,253,23.3
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Referrals and Re-referrals,6917,409.4,1506,21.8,655,9.5,2497,36.1,6090,360.5,1288,21.1
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Referrals and Re-referrals,1048,313.8,188,17.9,61,5.8,297,28.3,964,288.6,165,17.1
2015,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Referrals and Re-referrals,990,268.5,259,26.2,c,c,427,43.1,894,242.5,229,25.6
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Referrals and Re-referrals,1022,296.9,230,22.5,0,0,163,15.9,900,261.4,194,21.6
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Referrals and Re-referrals,1500,439.7,304,20.3,c,c,0,0,1379,404.2,268,19.4
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Referrals and Re-referrals,6123,666,1847,30.2,2284,37.3,1283,21,5090,553.7,1404,27.6
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Referrals and Re-referrals,3361,320.3,x,x,352,10.5,1080,32.1,3075,293.1,656,21.3
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Referrals and Re-referrals,6918,486.7,1619,23.4,520,7.5,2616,37.8,6176,434.5,1365,22.1
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Referrals and Re-referrals,4578,592.6,954,20.8,0,0,1408,30.8,4019,520.3,800,19.9
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Referrals and Re-referrals,5994,484,1443,24.1,60,1,2608,43.5,5234,422.6,1215,23.2
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Referrals and Re-referrals,27,695.9,c,c,c,c,6,22.2,25,644.3,c,c
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Referrals and Re-referrals,1503,353.9,285,19,84,5.6,263,17.5,1403,330.4,248,17.7
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Referrals and Re-referrals,5468,1058.2,1842,33.7,1544,28.2,9,0.2,4386,848.8,1405,32
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Referrals and Re-referrals,1713,577.1,346,20.2,0,0,64,3.7,1530,515.4,283,18.5
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Referrals and Re-referrals,5591,513.3,1508,27,74,1.3,1114,19.9,4924,452,1249,25.4
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Referrals and Re-referrals,2509,439.8,604,24.1,206,8.2,843,33.6,2193,384.4,491,22.4
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Referrals and Re-referrals,2650,545,532,20.1,126,4.8,397,15,2413,496.2,464,19.2
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Referrals and Re-referrals,2134,851,532,24.9,709,33.2,167,7.8,1883,750.9,448,23.8
2015,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Referrals and Re-referrals,4380,421.1,800,18.3,346,7.9,766,17.5,3989,383.5,682,17.1
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Referrals and Re-referrals,2076,469.4,328,15.8,113,5.4,637,30.7,1930,436.4,303,15.7
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Referrals and Re-referrals,20,230.9,0,0,0,0,c,c,20,230.9,0,0
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Referrals and Re-referrals,3551,592.1,468,13.2,0,0,0,0,3325,554.4,431,13
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Referrals and Re-referrals,1957,576.2,325,16.6,48,2.5,736,37.6,1794,528.2,304,16.9
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Referrals and Re-referrals,2262,379.7,304,13.4,398,17.6,639,28.2,2067,346.9,271,13.1
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Referrals and Re-referrals,2482,634.2,310,12.5,66,2.7,c,c,2301,587.9,283,12.3
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Referrals and Re-referrals,2305,827.3,595,25.8,817,35.4,0,0,1970,707.1,475,24.1
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Referrals and Re-referrals,2930,471.7,394,13.4,108,3.7,1224,41.8,2790,449.2,368,13.2
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Referrals and Re-referrals,2982,447.4,377,12.6,101,3.4,65,2.2,2769,415.4,349,12.6
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Referrals and Re-referrals,6165,744.7,1194,19.4,717,11.6,2067,33.5,5647,682.2,1041,18.4
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Referrals and Re-referrals,2717,439.9,287,10.6,44,1.6,429,15.8,2612,422.9,277,10.6
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Referrals and Re-referrals,2787,443.2,298,10.7,232,8.3,89,3.2,2684,426.8,280,10.4
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Referrals and Re-referrals,2306,384.8,335,14.5,45,2,c,c,2114,352.7,300,14.2
2015,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Referrals and Re-referrals,1674,412,150,9,118,7,113,6.8,1613,397,143,8.9
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Referrals and Re-referrals,4084,694,691,16.9,518,12.7,204,5,3717,631.7,600,16.1
2015,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Referrals and Re-referrals,3358,382.4,776,23.1,232,6.9,657,19.6,2933,334,641,21.9
